"seller_id","seller_city","seller_state","total_orders","total_items_sold","total_revenue","total_freight","total_gross_revenue","avg_item_price","avg_review_score","total_reviews","positive_review_pct"
"4869f7a5dfa277a7dca6462dcf3b52b2","guariba","SP","1132","5","229472.63","20168.07","249640.70","198.51","4.12","1124","79.27"
"53243585a1d6dc2643021fd1853d8905","lauro de freitas","BA","358","6","222776.05","13080.63","235856.68","543.36","4.08","356","90.17"
"4a3ca9315b744ce9f8e9374361493884","ibitinga","SP","1806","5","202999.12","35441.19","238440.31","101.04","3.80","1800","74.11"
"fa1c13f2614d7b5c4749cbc52fecda94","sumare","SP","585","2","194042.03","10042.70","204084.73","331.13","4.34","581","85.54"
"7c67e1448b00f6e969d365cea6b010ab","itaquaquecetuba","SP","982","11","189417.67","51957.15","241374.82","137.76","3.35","978","78.12"
"7e93a43ef30c4f03f38b393420bc753a","barueri","SP","336","2","176431.87","6322.18","182754.05","518.92","4.21","335","81.19"
"da8622b14eb17ae2831f4ac5b9dab84a","piracicaba","SP","1314","6","162723.37","25339.14","188062.51","103.38","4.07","1309","91.60"
"7a67c85e85bb2ce8582c35f2203ad736","sao paulo","SP","1160","4","142325.49","20953.29","163278.78","121.13","4.23","1155","81.39"
"1025f0e2d44d7041d6cf58b6550e0bfa","sao paulo","SP","915","11","140513.14","34197.68","174710.82","97.38","3.85","908","111.89"
"955fee9216a65b617aa5c0531780ce60","sao paulo","SP","1287","6","135241.70","25453.16","160694.86","90.10","4.05","1279","88.27"
"46dc3b2cc0980fb8ec44634e21d2718e","rio de janeiro","RJ","521","5","128111.19","11798.50","139909.69","236.37","4.18","515","83.69"
"6560211a19b47992c3666cc44a7e94c0","sao paulo","SP","1854","6","123585.82","28050.31","151636.13","60.61","3.91","1841","78.27"
"620c87c171fb2a6dd6e8bb4dec959fc6","petropolis","RJ","740","6","115283.90","14225.68","129509.58","143.39","4.22","733","86.22"
"7d13fca15225358621be4086e1eb0964","ribeirao preto","SP","565","5","113628.97","8632.05","122261.02","196.59","4.00","561","77.01"
"5dceca129747e92ff8ef7a997dc4f8ca","santa barbara d´oeste","SP","325","3","112155.53","13661.39","125816.92","324.15","3.99","320","79.69"
"1f50f920176fa81dab994f9023523100","sao jose do rio preto","SP","1404","14","107431.41","35325.62","142757.03","55.38","3.98","1404","102.21"
"cc419e0650a3c5ba77189a1882b7556a","santo andre","SP","1706","5","106555.98","26321.08","132877.06","58.58","4.07","1707","80.32"
"a1043bafd471dff536d0c462352beb48","ilicinea","MG","718","3","101901.16","31844.09","133745.25","132.34","4.19","715","87.13"
"3d871de0142ce09b7081e2b9d1733cb1","campo limpo paulista","SP","1080","5","94963.20","22446.30","117409.50","82.72","4.11","1068","82.68"
"edb1ef5e36e0c8cd84eb3c9b003e486d","teresopolis","RJ","166","6","79284.55","3905.10","83189.65","453.05","4.43","166","92.17"
"ccc4bbb5f32a6ab2b7066a4130f114e3","curitiba","PR","187","3","74004.62","5256.98","79261.60","385.44","4.28","186","85.48"
"f7ba60f8c3f99e7ee4042fdef03b70c4","sao bernardo do campo","SP","219","5","68780.00","4376.00","73156.00","296.47","4.21","221","85.97"
"8581055ce74af1daba164fdbd55a40de","guarulhos","SP","387","4","66120.05","9818.75","75938.80","149.26","4.23","386","93.01"
"fe2032dab1a61af8794248c8196565c9","campinas","SP","294","3","65959.61","4721.34","70680.95","215.55","4.38","290","89.31"
"cca3071e3e9bb7d12640c9fbe2301306","ibitinga","SP","712","6","65629.96","14662.51","80292.47","77.30","3.85","707","80.76"
"04308b1ee57b6625f47df1d56f00eedf","bombinhas","SC","94","1","60130.60","3054.39","63184.99","639.69","3.88","94","72.34"
"522620dcb18a6b31cd7bdf73665113a9","cascavel","PR","174","4","57168.49","4661.32","61829.81","317.60","3.90","169","75.15"
"17e34d8224d27a541263c4c64b11a56b","riberao preto","SP","255","6","56363.24","5239.96","61603.20","210.31","4.14","253","84.58"
"37be5a7c751166fbc5f8ccba4119e043","sao paulo","SP","272","2","56345.54","6202.79","62548.33","197.01","4.30","273","87.55"
"7ddcbb64b5bc1ef36ca8c151f6ec77df","sao paulo","SP","334","3","55773.56","7967.57","63741.13","162.13","3.90","331","72.81"
"218d46b86c1881d022bce9c68a7d4b15","ribeirao preto","SP","388","4","55604.28","7680.94","63285.22","129.61","4.14","385","88.31"
"de722cd6dad950a92b7d4f82673f8833","recife","PE","339","6","55426.10","9686.65","65112.75","146.24","4.16","337","92.58"
"25c5c91f63607446a97b143d2d535d31","itauna","MG","158","10","55421.96","7155.26","62577.22","202.27","3.70","160","115.63"
"f5a590cf36251cf1162ea35bef76fe84","sao bernardo do campo","SP","117","2","53201.78","4239.16","57440.94","436.08","4.24","117","85.47"
"ceaec5548eefc6e23e6607c5435102e7","sao paulo","SP","203","3","52917.18","6331.84","59249.02","250.79","4.15","199","82.41"
"e882b2a25a10b9c057cc49695f222c19","teresopolis","RJ","57","2","52774.27","3030.42","55804.69","879.57","4.60","58","96.55"
"966cb4760537b1404caedd472cc610a5","diadema","SP","75","2","51886.04","1662.37","53548.41","682.71","3.85","74","68.92"
"b2ba3715d723d245138f291a6fe42594","sao paulo","SP","337","5","51676.88","6496.14","58173.02","142.36","4.11","333","84.38"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","nova friburgo","RJ","30","2","50628.90","1000.59","51629.49","1633.19","4.19","30","83.33"
"f8db351d8c4c4c22c6835c19a46f01b0","salto","SP","667","5","50626.40","12578.59","63204.99","69.73","4.22","665","88.12"
"17f51e7198701186712e53a39c564617","sao paulo","SP","56","2","48019.00","9793.43","57812.43","787.20","4.34","56","89.29"
"8160255418d5aaa7dbdc9f4c64ebda44","ibitinga","SP","385","7","47297.39","7902.61","55200.00","108.98","3.84","384","80.47"
"77530e9772f57a62c906e1c21538ab82","curitiba","PR","320","7","47156.40","8511.54","55667.94","120.30","4.05","321","93.46"
"4e922959ae960d389249c378d1c939f5","jacarei","SP","420","4","46030.37","7274.38","53304.75","101.39","3.90","415","78.80"
"c826c40d7b19f62a09e2d7c5e7295ee2","guarulhos","SP","354","3","45643.74","5573.48","51217.22","122.37","4.04","352","83.24"
"850f4f8af5ea87287ac68de36e29107f","sao paulo","SP","187","2","45355.36","3114.41","48469.77","236.23","4.29","184","84.78"
"b33e7c55446eabf8fe1a42d037ac7d6d","pradopolis","SP","152","2","44985.17","2725.07","47710.24","290.23","4.15","152","80.92"
"ba90964cff9b9e0e6f32b23b82465f7b","guarulhos","SP","38","1","44212.50","1311.00","45523.50","1163.49","4.42","38","84.21"
"c3cfdc648177fdbbbb35635a37472c53","curitiba","PR","278","4","43966.58","6224.01","50190.59","140.02","4.45","282","95.74"
"4d6d651bd7684af3fffabd5f08d12e5a","jau","SP","369","5","43906.30","7933.13","51839.43","110.60","4.18","370","86.76"
"eeb6de78f79159600292e314a77cbd18","lages","SC","83","2","43739.84","3055.44","46795.28","520.71","4.43","83","87.95"
"e9779976487b77c6d4ac45f75ec7afe9","praia grande","SP","657","6","43260.44","10153.41","53413.85","57.60","4.17","654","91.59"
"b839e41795b7f3ad94cc2014a52f6796","sao caetano do sul","SP","33","3","42829.00","920.93","43749.93","1189.69","4.03","33","81.82"
"2eb70248d66e0e3ef83659f71b244378","campinas","SP","202","3","42753.51","3239.23","45992.74","200.72","2.71","199","38.19"
"d91fb3b7d041e83b64a00a3edfb37e4f","praia grande","SP","535","2","42235.73","9779.74","52015.47","74.75","4.10","522","82.95"
"17a053fcb14bd219540cbde0df490be0","mogi guacu","SP","125","5","41103.04","8903.95","50006.99","274.02","4.21","124","96.77"
"391fc6631aebcf3004804e51b40bcf1e","ibitinga","SP","526","5","40543.88","10411.03","50954.91","64.66","3.95","533","84.43"
"834f3294fba9f932f56edc879193f925","araraquara","SP","66","2","39907.50","4299.92","44207.42","604.66","4.55","66","90.91"
"712e6ed8aa4aa1fa65dab41fed5737e4","videira","SC","79","2","39907.00","6910.26","46817.26","453.49","3.46","79","60.76"
"634964b17796e64304cadf1ad3050fb7","rio de janeiro","RJ","268","12","39465.10","5955.43","45420.53","121.06","3.86","267","85.77"
"7142540dd4c91e2237acb7e911c4eba2","penapolis","SP","319","3","37608.26","6974.32","44582.58","112.60","4.04","320","80.31"
"c3867b4666c7d76867627c2f7fb22e21","guara","SP","245","4","37275.40","5084.23","42359.63","142.82","3.85","244","73.77"
"ea8482cd71df3c1969d7b9473ff13abc","sao paulo","SP","1146","3","37205.51","17552.16","54757.67","30.90","3.95","1141","76.16"
"7178f9f4dd81dcef02f62acdf8151e01","videira","SC","203","3","37100.20","4438.72","41538.92","170.18","4.03","203","79.80"
"c70c1b0d8ca86052f45a432a38b73958","hortolandia","SP","261","6","36537.37","3938.91","40476.28","108.10","4.30","257","107.39"
"06a2c3af7b3aee5d69171b0e14f0ee87","sao luis","MA","392","4","36531.94","12194.50","48726.44","89.98","4.00","389","77.38"
"59417c56835dd8e2e72f91f809cd4092","limeira","SP","18","1","36459.00","1198.77","37657.77","2025.50","4.28","18","88.89"
"7299e27ed73d2ad986de7f7c77d919fa","araguari","MG","338","6","34725.43","6855.65","41581.08","96.19","4.42","338","91.72"
"9c0e69c7bf2619675bbadf47b43f655a","sao jose dos campos","SP","157","8","34473.57","2969.89","37443.46","164.16","4.00","158","98.73"
"e9bc59e7b60fc3063eb2290deda4cced","maringa","PR","216","6","34343.06","4688.50","39031.56","127.67","3.94","216","91.20"
"dbc22125167c298ef99da25668e1011f","borda da mata","MG","406","4","33885.68","8032.38","41918.06","78.80","4.23","405","84.20"
"1835b56ce799e6a4dc4eddc053f04066","ibitinga","SP","423","6","33550.61","8785.44","42336.05","59.91","3.59","421","82.66"
"76d5af76d0271110f9af36c92573f765","sao paulo","SP","131","3","33461.60","4079.96","37541.56","210.45","4.08","127","96.85"
"5c243662ce92d84573bfaff24c3e3700","sao paulo","SP","98","2","33329.02","1796.19","35125.21","329.99","4.13","98","77.55"
"2528513dd95219a6013d4d05176e391a","osasco","SP","161","4","32689.10","3749.65","36438.75","195.74","3.95","158","74.05"
"88460e8ebdecbfecb5f9601833981930","maringa","PR","248","6","32410.65","5120.41","37531.06","104.21","3.35","247","72.87"
"855668e0971d4dfd7bef1b6a4133b41b","itatiba","SP","312","5","32258.16","7865.25","40123.41","98.05","3.73","309","69.26"
"70eea00b476a314817cefde4aad4f89a","itatiba","SP","108","3","32204.55","2801.64","35006.19","280.04","4.35","106","90.57"
"7681ef142fd2c19048da7430856b5588","guarulhos","SP","59","4","32017.81","2937.14","34954.95","410.48","4.13","58","106.90"
"e59aa562b9f8076dd550fcddf0e73491","curitiba","PR","70","5","31574.30","2229.67","33803.97","375.88","4.25","70","104.29"
"0241d4d5d36f10f80c644447315af0bd","curitiba","PR","238","2","31561.50","6915.98","38477.48","126.75","4.28","238","86.13"
"87142160b41353c4e5fca2360caf6f92","porto alegre","RS","305","5","31410.98","7280.41","38691.39","91.84","4.37","307","94.79"
"70a12e78e608ac31179aea7f8422044b","jacarei","SP","315","3","30858.53","5606.91","36465.44","94.08","3.77","313","68.69"
"53e4c6e0f4312d4d2107a8c9cddf45cd","pedreira","SP","473","5","30311.55","9950.06","40261.61","57.74","4.05","473","82.24"
"0b90b6df587eb83608a64ea8b390cf07","maringa","PR","164","6","29274.80","3704.13","32978.93","135.53","4.00","168","92.86"
"1554a68530182680ad5c8b042c3ab563","monte siao","MG","247","2","29237.32","6846.67","36083.99","107.49","4.25","247","90.69"
"d23019c84ffae2d5ef2270367b8605fc","londrina","PR","39","1","29205.10","2749.74","31954.84","748.85","4.41","39","89.74"
"900ba814c251a692506d7834c1218441","salto","SP","88","2","29099.69","2368.25","31467.94","330.68","4.19","85","80.00"
"d1c281d3ae149232351cd8c8cc885f0d","ibitinga","SP","215","4","27553.51","5540.95","33094.46","110.66","3.81","218","80.28"
"7e1fb0a3ebfb01ffb3a7dae98bf3238d","franca","SP","159","4","27349.53","2986.40","30335.93","157.18","4.13","157","85.35"
"59b22a78efb79a4797979612b885db36","uberlandia","MG","125","2","27184.50","4897.57","32082.07","204.39","3.97","124","79.03"
"12b9676b00f60f3b700e83af21824c0e","montenegro","RS","135","1","26973.00","3589.32","30562.32","198.33","4.51","135","89.63"
"b32be1695eb7ec5f10f72d9610a12527","caxias do sul","RS","45","2","26874.00","2957.02","29831.02","584.22","4.09","44","81.82"
"a3a38f4affed601eb87a97788c949667","joinville","SC","254","3","26533.32","5241.95","31775.27","100.89","4.39","250","88.00"
"9f505651f4a6abe901a56cdc21508025","sao paulo","SP","397","6","26426.81","6045.37","32472.18","61.32","4.28","394","88.32"
"de23c3b98a88888289c6f5cc1209054a","sao paulo","SP","164","6","26399.67","2682.14","29081.81","145.85","4.28","163","92.02"
"1c68394e931a64f90ea236c5ea590300","sarandi","PR","142","5","26133.56","3007.13","29140.69","146.82","3.94","146","92.47"
"16090f2ca825584b5a147ab24aa30c86","atibaia","SP","402","2","25716.44","5456.67","31173.11","62.72","4.04","400","77.75"
"a416b6a846a11724393025641d4edd5e","sao paulo","SP","162","3","25670.72","2999.80","28670.52","141.83","4.16","162","85.80"
"b94cc9f10ddc85e4ba73a6f7974e7101","macae","RJ","39","1","25346.10","1022.39","26368.49","649.90","4.30","37","81.08"
"1900267e848ceeba8fa32d80c1a5f5a8","ibitinga","SP","411","6","25167.42","8178.25","33345.67","47.31","3.85","407","88.45"
"c003204e1ab016dfa150abc119207b24","cajamar","SP","197","2","25108.09","4742.80","29850.89","124.30","4.42","196","90.82"
"001cca7ae9ae17fb1caed9dfb1094831","cariacica","ES","200","5","25080.03","8854.14","33934.17","104.94","3.90","197","86.80"
"dc4a0fc896dc34b0d5bfec8438291c80","ibitinga","SP","231","3","25066.27","4834.50","29900.77","97.16","3.74","239","71.55"
"b1b3948701c5c72445495bd161b83a4c","sao paulo","SP","18","1","24699.19","486.30","25185.49","1372.18","1.72","18","16.67"
"f62d7bb4a613ec758a03342d46b580b2","vicosa","MG","32","1","24665.00","2125.59","26790.59","770.78","4.38","32","84.38"
"b37c4c02bda3161a7546a4e6d222d5b2","sao paulo","SP","4","8","24075.00","412.60","24487.60","1605.00","1.40","4","25.00"
"710e3548e02bc1d2831dfc4f1b5b14d4","rolandia","PR","136","3","23979.11","3875.96","27855.07","168.87","3.40","135","62.22"
"2b3e4a2a3ea8e01938cabda2a3e5cc79","sao paulo","SP","52","3","23629.15","905.95","24535.10","437.58","4.39","52","88.46"
"897060da8b9a21f655304d50fd935913","ribeirao preto","SP","317","7","23622.77","6930.63","30553.40","54.43","3.40","317","80.13"
"1a3df491d1c4f1589fc2b934ada68bf2","joinville","SC","167","5","23523.50","4338.61","27862.11","130.69","4.16","169","82.25"
"40db9e9aa57f7bb151bcda6b0f9bdbb7","recife","PE","12","1","23168.00","655.99","23823.99","1930.67","2.36","11","27.27"
"612170e34b97004b3ba37eae81836b4c","novo hamburgo","RS","107","3","23065.02","2307.06","25372.08","209.68","4.43","107","87.85"
"8444e55c1f13cd5c179851e5ca5ebd00","congonhal","MG","99","6","22873.21","2078.06","24951.27","209.85","3.07","99","56.57"
"05ff92fedb5be47920fea08e501238b9","santo angelo","RS","59","2","22610.78","1891.06","24501.84","353.29","4.17","59","76.27"
"7b0df942f46435babab05d49b744b2c4","braganca paulista","SP","32","1","22600.63","672.15","23272.78","706.27","4.39","31","87.10"
"7ad32824caee82087b3e2e5f33b1bf32","ibitinga","SP","151","6","22505.10","3545.22","26050.32","122.31","3.77","147","78.91"
"744dac408745240a2c2528fb1b6028f3","colombo","PR","79","5","22490.60","1894.42","24385.02","267.75","4.55","79","94.94"
"d2374cbcbb3ca4ab1086534108cc3ab7","ibitinga","SP","524","10","22324.59","9898.32","32222.91","33.98","3.64","526","76.62"
"06e5eefc71ec47ae763c5c6f8db7064f","porto alegre","RS","92","2","22188.56","2193.28","24381.84","233.56","3.90","90","75.56"
"f45122a9ab94eb4f3f8953578bc0c560","piracicaba","SP","187","3","22078.29","3325.84","25404.13","110.39","3.91","187","75.94"
"ff69aa92bb6b1bf9b8b7a51c2ed9cf8b","sao paulo","SP","20","1","21940.80","1754.40","23695.20","1097.04","3.65","20","65.00"
"59fb871bf6f4522a87ba567b42dafecf","sao paulo","SP","126","2","21838.56","2061.86","23900.42","169.29","4.22","126","82.54"
"8f2ce03f928b567e3d56181ae20ae952","pirituba","SP","153","4","21712.90","3837.11","25550.01","124.07","4.06","152","90.13"
"48162d548f5b1b11b9d29d1e01f75a61","piracicaba","SP","68","5","20510.14","2082.03","22592.17","225.39","3.76","67","95.52"
"729f06993dac8e860d4f02d7088ca48a","limeira","SP","96","4","20485.08","4994.57","25479.65","178.13","4.29","95","96.84"
"004c9cd9d87a3c30c522c48c4fc07416","ibitinga","SP","158","4","20467.18","3658.98","24126.16","116.29","4.13","161","80.75"
"00ee68308b45bc5e2660cd833c3f81cc","sao paulo","SP","135","8","20345.00","3192.46","23537.46","117.60","4.33","135","107.41"
"bfd27a966d91cfaafdb25d076585f0da","serra negra","SP","117","2","19921.00","2724.05","22645.05","168.82","4.28","115","84.35"
"f457c46070d02cadd8a68551231220dd","maringa","PR","199","4","19766.40","3822.50","23588.90","81.68","3.79","199","83.42"
"d650b663c3b5f6fb392b6326366efa9a","cotia","SP","60","2","19242.90","910.14","20153.04","320.72","4.20","60","76.67"
"821fb029fc6e495ca4f08a35d51e53a5","sao paulo","SP","28","2","19187.42","1552.83","20740.25","661.64","3.43","27","66.67"
"2a5b78b41cd05baeac8df54c6606b92c","formiga","MG","49","4","19025.36","1107.47","20132.83","317.09","4.08","49","87.76"
"dc317f341ab0e22f39acbd9dbf9b4a1f","cachoeirinha","RS","55","2","18988.40","3581.73","22570.13","327.39","4.12","55","85.45"
"96493fab2fbb13a14d0c0e8772eef5c3","sao paulo","SP","63","2","18969.00","1212.23","20181.23","296.39","4.03","62","74.19"
"44073f8b7e41514de3b7815dd0237f4f","brasilia","DF","144","3","18729.64","3172.29","21901.93","122.42","3.76","143","69.23"
"cd68562d3f44870c08922d380acae552","ribeirao preto","SP","125","2","18569.70","2207.49","20777.19","140.68","3.84","124","75.00"
"0dd184061fb0eaa7ca37932c68ab91c5","guarulhos","SP","161","5","18446.92","5319.50","23766.42","95.58","3.95","160","89.38"
"527801b552d0077ffd170872eb49683b","garca","SP","90","2","17942.80","2062.56","20005.36","195.03","4.48","89","89.89"
"a888faf2d1baececa6baf9c3d603ee1f","umuarama","PR","54","2","17765.80","1121.52","18887.32","323.01","4.05","54","77.78"
"4a3ccda38b2129705f3fb522db62ca31","marilia","SP","66","4","17624.49","1452.16","19076.65","223.09","3.73","67","76.12"
"9de4643a8dbde634fe55621059d92273","joinville","SC","72","4","17560.34","1722.07","19282.41","216.79","4.53","72","101.39"
"0c8380b62e38e8a1e6adbeba7eb9688c","tres coracoes","MG","182","5","17558.59","4156.86","21715.45","79.09","4.04","181","90.06"
"41b39e28db005d9731d9d485a83b4c38","santo andre","SP","195","6","17546.85","4044.83","21591.68","73.73","4.13","197","93.91"
"8b321bb669392f5163d04c59e235e066","sao paulo","SP","943","6","17535.69","14156.36","31692.05","17.23","4.00","938","81.13"
"c72de06d72748d1a0dfb2125be43ba63","guanambi","BA","21","2","17522.00","1211.18","18733.18","796.45","4.45","21","90.48"
"165fc07beebdcb6190fba8a06db2a449","maringa","PR","50","4","17481.40","1600.03","19081.43","273.15","3.69","50","90.00"
"94144541854e298c2d976cb893b81343","viamao","RS","68","6","17315.18","1445.16","18760.34","224.87","4.29","68","91.18"
"1e8b33f18b4f7598d87f5cbee2282cc2","sao paulo","SP","123","4","17309.06","2702.24","20011.30","123.64","4.28","121","95.87"
"54a1852d1b8f10312c55e906355666ee","santa barbara d'oeste","SP","200","2","17286.43","3403.14","20689.57","84.32","4.34","199","86.93"
"76d64c4aca3a7baf218bf93ef7fa768d","curitiba","PR","64","4","17181.70","3563.31","20745.01","245.45","4.13","65","83.08"
"abe42c5d03695b4257b5c6cbf4e6784e","rio de janeiro","RJ","50","1","17159.00","999.23","18158.23","343.18","3.92","49","71.43"
"c3acdfac4e3e97ff87529454fbc03642","sao paulo","SP","12","1","16788.00","269.28","17057.28","1399.00","4.25","12","75.00"
"86ccac0b835037332a596a33b6949ee1","blumenau","SC","180","6","16674.70","3992.19","20666.89","78.65","4.00","181","88.95"
"ef0ace09169ac090589d85746e3e036f","sao goncalo","RJ","129","2","16343.20","2332.65","18675.85","115.91","4.34","130","90.00"
"8ae520247981aa06bc94abddf5f46d34","navegantes","SC","65","1","16320.99","1445.35","17766.34","251.09","4.45","65","89.23"
"7aa4334be125fcdd2ba64b3180029f14","laranjal paulista","SP","217","3","16234.81","4368.52","20603.33","67.65","4.05","215","85.58"
"fa40cc5b934574b62717c68f3d678b6d","sao paulo","SP","307","3","16100.77","4542.75","20643.52","47.22","4.43","306","93.79"
"1f1bb1f0859883505541bdd6606193e5","sao paulo","SP","27","2","16040.84","522.03","16562.87","553.13","4.31","27","85.19"
"0adac9fbd9a2b63cccaac4f8756c1ca8","louveira","SP","110","7","15969.85","2511.12","18480.97","111.68","3.89","110","86.36"
"2a84855fd20af891be03bc5924d2b453","belo horizonte","MG","164","2","15919.00","3473.51","19392.51","94.20","4.23","163","81.60"
"4b9750c8ad28220fe6702d4ecb7c898f","limeira","SP","218","2","15915.30","3389.80","19305.10","71.69","4.35","218","85.32"
"6061155addc1e54b4cfb51c1c2a32ad8","campinas","SP","28","5","15909.40","918.05","16827.45","454.55","4.71","28","121.43"
"229c3efbfb0ea2058de4ccdfbc3d784a","belo horizonte","MG","121","3","15744.00","2362.57","18106.57","106.38","3.64","120","82.50"
"f9244d45189d3a3605499abddeade7d5","sao paulo","SP","21","1","15731.43","875.99","16607.42","749.12","4.29","21","80.95"
"d921b68bf747894be13a97ae52b0f386","formiga","MG","77","2","15645.80","1758.01","17403.81","203.19","4.56","77","88.31"
"c33847515fa6305ce6feb1e818569f13","brusque","SC","114","3","15519.85","4374.41","19894.26","121.25","3.72","114","74.56"
"e5a38146df062edaf55c38afa99e42dc","sao paulo","SP","121","2","15511.05","1927.58","17438.63","122.13","3.95","122","77.05"
"85d9eb9ddc5d00ca9336a2219c97bb13","belo horizonte","MG","509","4","15506.94","8676.69","24183.63","29.54","4.17","508","82.09"
"213b25e6f54661939f11710a6fddb871","salto","SP","155","3","15499.35","3472.32","18971.67","79.48","3.79","155","85.16"
"c847e075301870dd144a116762eaff9a","uberaba","MG","42","2","15348.70","1112.08","16460.78","356.95","4.17","41","82.93"
"ce248b21cb2adc36282ede306b7660e5","jaragua do sul","SC","65","2","15309.96","2085.33","17395.29","228.51","4.21","64","85.94"
"79ebd9a61bac3eaf882805ed4ecfa12a","cascavel","PR","136","3","15297.59","4152.48","19450.07","105.50","4.01","138","79.71"
"75d34ebb1bd0bd7dde40dd507b8169c3","salvador","BA","62","4","15048.28","1431.23","16479.51","209.00","3.82","62","83.87"
"e2a1ac9bf33e5549a2a4f834e70df2f8","sao paulo","SP","5","1","14999.45","201.11","15200.56","2999.89","4.80","5","100.00"
"01fdefa7697d26ad920e9e0346d4bd1b","londrina","PR","129","2","14921.43","2768.64","17690.07","113.90","4.35","128","85.16"
"1b4c3a6f53068f0b6944d2d005c9fc89","sao ludgero","SC","113","4","14809.30","3082.43","17891.73","125.50","4.11","113","79.65"
"a5cba26a62b8b4d0145b68b841e62e7f","campo mourao","PR","54","2","14737.84","1382.82","16120.66","267.96","4.53","54","88.89"
"8e6d7754bc7e0f22c96d255ebda59eba","sao jose dos campos","SP","85","20","14736.46","1753.46","16489.92","110.80","3.02","88","71.59"
"87b740daf17b5d1be335a64164ec6842","suzano","SP","13","2","14699.87","1482.51","16182.38","1130.76","3.31","13","69.23"
"4c2b230173bb36f9b240f2b8ac11786e","sao paulo","SP","261","6","14638.17","4405.35","19043.52","42.18","3.76","258","93.02"
"080199a181c46c657dc5aa235411be3b","osasco","SP","79","2","14504.20","1040.68","15544.88","174.75","4.61","78","100.00"
"cf8ab1616079e2793aa29d524df01bb1","sao paulo","SP","9","1","14391.00","759.37","15150.37","1599.00","2.00","9","22.22"
"5cf13accae3222c70a9cac40818ae839","patos de minas","MG","149","2","14383.20","3019.27","17402.47","92.20","4.44","148","91.22"
"3b15288545f8928d3e65a8f949a28291","ibitinga","SP","104","6","14381.76","2513.48","16895.24","115.98","3.85","106","83.96"
"a6bd7d1ccdac48c6b33b28596b7eb122","mamanguape","PB","16","2","14368.61","678.02","15046.63","898.04","3.33","15","60.00"
"66922902710d126a0e7d26b0e3805106","belo horizonte","MG","151","3","14362.30","3218.77","17581.07","92.07","4.45","150","91.33"
"c6bda72e4dbf5c5866b13cb1810c6d03","sao paulo","SP","59","3","14169.28","1153.76","15323.04","236.15","4.38","60","86.67"
"aba1721a889e04decc910aa13b768ef4","sao paulo","SP","83","3","14103.30","1249.17","15352.47","153.30","4.46","83","95.18"
"a673821011d0cec28146ea42f5ab767f","sao paulo","SP","129","4","14098.48","2668.95","16767.43","94.62","3.89","126","79.37"
"f08a5b9dd6767129688d001acafc21e5","porto alegre","RS","11","6","14069.63","496.11","14565.74","781.65","3.44","11","90.91"
"2e90cb1677d35cfe24eef47d441b7c87","sao paulo","SP","127","4","13894.71","2887.45","16782.16","101.42","4.04","127","80.31"
"d94a40fd42351c259927028d163af842","baependi","MG","101","3","13823.80","3397.14","17220.94","125.67","4.10","99","79.80"
"a3e9a2c700480d9bb01fba070ba80a0e","ibitinga","SP","130","4","13809.80","2945.43","16755.23","93.31","4.01","131","87.02"
"6039e27294dc75811c0d8a39069f52c0","osasco","SP","64","6","13800.60","2410.74","16211.34","181.59","3.84","65","76.92"
"05f51e13da97139648b8125c31e5f51b","belo horizonte","MG","60","2","13769.01","2019.29","15788.30","218.56","4.10","60","86.67"
"440dd6ab244315c632130ecfb63827b1","votuporanga","SP","94","2","13696.90","2096.31","15793.21","144.18","3.85","93","68.82"
"b8bc237ba3788b23da09c0f1f3a3288c","itajai","SC","45","3","13685.71","1935.45","15621.16","291.19","4.35","44","90.91"
"1f9ab4708f3056ede07124aad39a2554","tupa","SP","78","3","13602.73","2440.78","16043.51","172.19","4.09","77","76.62"
"6d66611d7c44cc30ce351abc49a68421","sao paulo","SP","166","3","13593.40","3260.97","16854.37","77.24","3.91","164","76.22"
"240b9776d844d37535668549a396af32","niteroi","RJ","36","1","13592.08","860.57","14452.65","377.56","4.28","36","83.33"
"610f72e407cdd7caaa2f8167b0163fd8","sao paulo","SP","16","2","13585.16","844.29","14429.45","799.13","3.71","16","75.00"
"289cdb325fb7e7f891c38608bf9e0962","belo horizonte","SP","110","4","13544.95","2094.34","15639.29","107.50","4.58","110","104.55"
"0b35c634521043bf4b47e21547b99ab5","teixeira soares","PR","51","10","13533.65","1475.09","15008.74","173.51","3.49","49","81.63"
"d05ae8f7a5bd1d2a690a44cd079e4e27","rio de janeiro","RJ","78","2","13436.00","1159.43","14595.43","165.88","3.79","77","76.62"
"34d1ca11b242c0fee2c834ae8d788566","congonhas","MG","40","2","13422.24","982.04","14404.28","327.37","4.30","39","82.05"
"00fc707aaaad2d31347cf883cd2dfe10","maringa","PR","103","5","13409.90","2396.80","15806.70","94.44","3.74","104","90.38"
"669ae81880e08f269a64487cfb287169","rio do sul","SC","162","5","13378.87","3406.37","16785.24","71.16","4.10","162","91.98"
"e8b3a3a38279a82f0e5d006d5e5b7d2c","jussara","PR","87","2","13354.60","1777.84","15132.44","143.60","3.74","88","72.73"
"1ca7077d890b907f89be8c954a02686a","santana de parnaiba","SP","115","5","13341.57","1659.86","15001.43","97.38","2.20","114","30.70"
"8cc6a0e5738e61a87b03c78b2ba9db4b","andradas","MG","24","2","13312.40","525.82","13838.22","512.02","4.15","24","83.33"
